image,centroids
12_thumbnail10.bmp,"[(993.5, 115.4), (1366.1, 184.5), (1871.9, 143.0), (1700.9, 124.8), (211.1, 140.5), (777.6, 150.4), (401.3, 134.0), (449.6, 145.7), (1543.3, 154.2), (1941.7, 145.2), (1962.4, 142.5), (1666.0, 156.6), (1760.8, 156.2), (1094.2, 161.4), (350.5, 161.6), (1201.3, 153.0), (572.4, 174.3), (424.0, 149.0), (1210.9, 206.5), (664.8, 218.4), (887.9, 164.7), (1786.0, 155.0), (240.9, 169.0), (314.0, 164.0), (1630.6, 167.4), (303.0, 168.0), (241.1, 215.9), (849.8, 200.0), (1648.0, 226.9), (881.6, 188.7), (434.3, 195.0), (316.0, 192.5), (534.0, 200.9), (1814.0, 210.8), (1528.5, 214.0), (975.3, 204.6), (781.9, 209.7), (1008.7, 248.6), (1412.1, 258.3), (1870.5, 294.0), (802.1, 300.4), (351.3, 263.5), (454.3, 267.5), (1735.7, 289.9), (897.1, 282.5), (1546.8, 324.1), (1181.7, 301.3), (671.2, 297.4), (1263.5, 267.5), (1286.6, 277.4), (1057.9, 299.8), (1272.7, 281.0), (423.0, 284.5), (1637.6, 343.3), (1077.4, 365.1), (897.7, 376.9), (1137.0, 351.7), (328.0, 416.8), (1822.0, 344.0), (1221.0, 364.6), (579.8, 360.0), (1176.6, 357.5), (448.5, 371.5), (1754.8, 378.4), (1423.5, 379.8), (1874.6, 378.8), (551.3, 377.7), (969.7, 376.3), (1156.6, 364.2), (235.3, 383.1), (777.6, 425.1), (1333.2, 391.5), (1307.6, 377.9), (679.9, 401.0), (1522.7, 384.6), (1009.8, 399.0), (695.8, 394.7), (1208.4, 497.6), (720.1, 417.8), (998.4, 416.9), (1827.1, 452.7), (737.5, 424.0), (1396.9, 439.4), (477.0, 431.0), (277.6, 450.0), (907.5, 467.3), (1647.2, 485.0), (1029.8, 473.0), (640.9, 475.1), (277.2, 544.8), (442.2, 483.8), (1544.4, 482.1), (1426.8, 483.5), (1330.3, 488.9), (1896.8, 487.5), (550.7, 489.0), (1096.1, 509.3), (1746.8, 500.8), (647.2, 544.2), (852.0, 504.5), (823.1, 552.2), (1100.0, 585.7), (1725.3, 556.5), (1302.5, 628.7), (761.2, 574.0), (1448.6, 596.1), (709.2, 558.5), (1528.3, 581.6), (1686.7, 576.4), (430.0, 613.4), (791.0, 573.0), (251.9, 610.8), (949.3, 628.2), (1654.1, 601.9), (1728.8, 592.4), (1751.3, 628.8), (494.4, 669.4), (1860.5, 665.2), (698.5, 642.3), (1102.3, 673.3), (1198.9, 674.2), (1393.9, 671.8), (552.4, 703.9), (906.6, 672.9), (241.1, 687.0), (1610.4, 686.6), (1778.5, 707.1), (760.1, 701.5), (1023.8, 699.6), (1523.4, 705.1), (310.0, 699.5), (376.1, 699.4), (664.1, 705.7), (681.7, 704.5), (1671.0, 720.2), (1883.4, 718.9), (1754.5, 720.3), (1327.7, 724.5), (715.9, 731.6), (1268.7, 735.1), (909.0, 764.5), (1479.0, 773.0)]"
12_thumbnail2.bmp,"[(875.0, 91.0), (1267.7, 131.9), (592.9, 178.8), (701.9, 156.0), (846.5, 176.0), (971.9, 175.7), (382.9, 183.0), (912.2, 165.2), (456.7, 190.3), (1114.8, 205.0), (192.1, 295.1), (1234.4, 205.5), (1422.4, 210.2), (306.9, 189.2), (152.7, 189.4), (830.7, 205.6), (1320.9, 211.1), (784.2, 268.4), (1627.7, 244.0), (1796.0, 219.7), (1866.4, 247.0), (733.6, 199.9), (1539.0, 322.1), (880.2, 291.8), (763.7, 251.0), (1801.0, 300.9), (1228.0, 251.0), (313.3, 263.9), (588.4, 272.2), (1030.8, 298.3), (500.2, 281.8), (608.1, 287.0), (670.9, 286.4), (628.9, 299.2), (451.6, 313.6), (487.0, 297.0), (1238.3, 313.5), (537.4, 312.6), (660.0, 315.4), (1094.1, 337.5), (1666.3, 381.4), (1303.6, 329.6), (1415.4, 331.3), (421.6, 331.3), (1136.9, 321.0), (771.8, 382.8), (1177.5, 323.0), (317.9, 369.4), (487.3, 343.5), (1587.4, 344.8), (1028.6, 343.3), (1012.0, 339.0), (1359.0, 339.5), (1617.7, 340.8), (1605.5, 350.5), (549.2, 398.2), (1862.3, 398.5), (905.9, 399.3), (1422.4, 417.0), (1166.2, 392.7), (993.6, 474.9), (333.9, 494.9), (1276.1, 438.8), (674.9, 433.5), (186.5, 404.0), (1727.5, 458.2), (1126.6, 477.1), (1660.0, 449.4), (1612.9, 451.1), (707.5, 481.7), (846.6, 540.2), (1594.2, 515.4), (1239.8, 585.7), (1494.3, 508.7), (563.4, 624.5), (651.4, 538.0), (1523.9, 524.2), (1077.0, 595.6), (1663.2, 531.1), (1851.0, 568.9), (1394.0, 556.4), (209.7, 544.2), (1782.2, 625.3), (1523.0, 547.0), (853.9, 628.0), (181.6, 656.9), (1497.3, 661.1), (294.0, 632.7), (106.6, 624.5), (1677.8, 661.0), (754.5, 638.6), (1340.0, 652.1), (999.8, 678.2), (322.2, 656.9), (1497.7, 723.9), (927.6, 756.6), (1053.9, 756.6)]"
12_thumbnail3.bmp,"[(1524.8, 464.0), (1864.0, 492.9), (1012.8, 431.6), (321.6, 512.1), (1234.4, 486.1), (1744.1, 464.1), (566.8, 469.4), (996.5, 478.5), (219.2, 487.4), (869.5, 478.2), (666.1, 490.6), (1460.9, 490.9), (1268.2, 475.5), (430.0, 480.1), (781.4, 497.3), (1085.0, 525.5), (1758.0, 499.8), (442.5, 503.5), (1272.2, 635.3), (1614.4, 541.8), (512.6, 519.4), (1148.1, 525.9), (898.0, 513.0), (1007.4, 517.6), (1779.4, 534.8), (986.7, 584.3), (1022.7, 544.8), (1551.6, 545.9), (1741.3, 580.0), (448.8, 639.7), (1798.2, 554.2), (690.7, 586.2), (348.0, 583.0), (1656.9, 597.5), (558.5, 603.4), (1499.0, 591.6), (758.1, 620.8), (245.9, 604.3), (892.5, 623.0), (1098.6, 729.2), (1536.6, 618.0), (1425.1, 629.3), (1879.3, 659.8), (995.4, 670.1), (1761.4, 625.8), (1175.9, 679.4), (1498.4, 708.7), (1395.0, 661.5), (558.7, 680.6), (301.8, 686.4), (1782.4, 694.3), (889.4, 715.1), (256.7, 709.8), (625.0, 715.4), (739.6, 719.0), (1337.8, 722.0), (345.6, 710.0), (1701.4, 741.5), (210.0, 727.1), (562.4, 794.0), (1170.8, 716.6), (230.4, 729.0), (1374.7, 733.8), (1751.6, 835.7), (1523.8, 818.6), (894.9, 748.6), (1130.7, 759.6), (347.5, 794.9), (764.0, 815.1), (1237.0, 799.0), (899.3, 772.2), (902.2, 827.6), (664.6, 821.7), (1405.0, 803.0), (474.5, 890.1), (1289.4, 886.9), (1412.6, 838.2), (1019.4, 832.9), (253.1, 841.3), (1785.1, 871.9), (280.4, 872.3), (1374.0, 866.5), (330.1, 939.5), (1879.0, 918.8), (651.8, 911.7), (790.2, 923.8), (1786.2, 962.6), (1441.2, 937.7), (247.7, 929.8), (1549.5, 962.2), (1122.0, 965.5), (1004.8, 950.4), (879.7, 952.9), (1217.3, 946.4), (177.3, 957.1), (106.4, 966.0), (1225.8, 1007.4), (1020.3, 1031.2), (1496.1, 1066.4), (927.7, 1099.7), (1054.3, 1097.8)]"
12_thumbnail4.bmp,"[(1628.8, 460.0), (931.7, 479.6), (1435.2, 479.7), (1106.2, 480.9), (387.0, 459.5), (218.8, 490.9), (520.0, 460.0), (364.7, 476.2), (664.4, 495.3), (1052.8, 478.3), (776.4, 589.0), (1778.9, 495.6), (432.6, 511.1), (504.7, 474.4), (395.3, 474.2), (561.3, 513.9), (341.2, 490.7), (1229.8, 545.8), (297.2, 497.1), (1909.9, 505.5), (1262.8, 492.1), (1371.0, 519.5), (1521.0, 518.4), (1169.6, 500.5), (1601.5, 507.5), (270.3, 508.9), (1823.3, 524.6), (1348.9, 570.2), (986.0, 534.0), (319.1, 585.4), (973.3, 558.9), (386.5, 559.0), (1030.7, 636.3), (1914.8, 604.6), (424.0, 596.6), (521.8, 704.1), (1798.7, 608.1), (236.9, 611.1), (1658.2, 613.7), (660.4, 610.4), (1455.8, 616.8), (896.3, 623.1), (1302.8, 639.7), (1543.0, 638.8), (858.0, 637.6), (713.2, 652.0), (1743.1, 639.0), (235.2, 644.5), (1698.0, 648.0), (1229.8, 703.9), (478.0, 653.0), (660.1, 744.1), (1075.6, 707.7), (223.9, 761.1), (807.7, 692.3), (1553.0, 717.8), (1804.9, 750.6), (1610.8, 709.5), (324.5, 714.4), (884.3, 731.4), (1639.5, 760.8), (1621.4, 721.1), (399.5, 718.0), (1322.6, 750.0), (1442.5, 779.2), (1178.3, 731.2), (424.4, 726.2), (388.2, 728.4), (924.7, 734.1), (1592.4, 730.0), (405.5, 734.0), (337.1, 734.9), (1627.8, 736.5), (303.1, 770.2), (838.0, 750.0), (366.8, 753.4), (815.6, 820.8), (1141.3, 803.8), (382.1, 903.8), (1811.7, 898.4), (1669.9, 835.2), (562.2, 870.0), (674.0, 828.9), (1504.4, 818.1), (1270.5, 883.0), (372.4, 836.3), (999.5, 822.6), (1574.4, 915.6), (316.5, 838.4), (1005.8, 900.3), (337.0, 843.5), (1120.8, 918.5), (1497.7, 856.8), (219.3, 928.3), (763.8, 932.8), (894.1, 953.8), (643.2, 967.0), (1425.1, 934.8), (106.1, 968.3), (1408.0, 1007.0), (1020.3, 1034.4), (1496.1, 1070.0), (927.9, 1103.1), (1054.4, 1101.2)]"
12_thumbnail5.bmp,"[(288.1, 40.5), (1239.1, 151.2), (858.4, 77.5), (434.5, 173.0), (1594.7, 152.2), (1809.5, 174.9), (324.2, 118.7), (261.0, 166.9), (657.5, 140.1), (874.1, 126.0), (977.5, 139.9), (901.5, 157.8), (529.2, 198.1), (784.9, 159.7), (1406.9, 171.5), (627.1, 148.4), (1103.8, 208.2), (217.2, 156.3), (752.5, 160.0), (835.6, 174.1), (952.5, 165.8), (1519.6, 177.1), (697.2, 366.1), (882.6, 188.4), (1636.0, 190.0), (314.6, 235.1), (1021.1, 218.8), (810.1, 209.6), (830.0, 207.0), (1858.3, 211.7), (977.8, 247.9), (847.6, 233.6), (760.8, 254.9), (1341.1, 251.0), (1859.0, 258.7), (1242.5, 290.3), (894.6, 256.7), (1443.8, 260.1), (1135.3, 244.6), (1290.8, 240.5), (476.9, 258.3), (562.0, 257.3), (1308.8, 256.9), (1684.5, 317.9), (496.6, 261.5), (539.5, 321.3), (1562.7, 278.3), (1354.2, 276.9), (1767.1, 283.8), (874.9, 339.9), (1375.0, 288.0), (959.5, 341.6), (306.6, 529.0), (1502.3, 369.8), (1884.9, 360.3), (1795.8, 339.4), (1202.5, 453.7), (260.3, 370.5), (1761.6, 371.3), (411.7, 367.4), (450.5, 377.0), (1377.0, 375.5), (1412.2, 384.0), (1903.6, 416.0), (1616.4, 459.6), (268.5, 403.0), (1769.8, 414.1), (1762.3, 453.9), (448.9, 458.6), (999.2, 431.4), (1726.3, 435.4), (965.6, 556.4), (577.9, 454.7), (1859.2, 505.9), (857.3, 465.2), (1809.0, 460.0), (1341.6, 474.2), (1428.0, 469.4), (544.7, 488.5), (497.9, 483.3), (1400.2, 512.7), (1685.5, 542.4), (1575.5, 627.9), (1765.5, 565.7), (648.2, 567.8), (600.5, 549.9), (511.5, 579.3), (1008.2, 554.7), (272.1, 555.8), (707.4, 578.0), (404.6, 623.7), (762.7, 607.3), (1328.3, 632.1), (1451.4, 646.4), (1817.5, 594.0), (1830.0, 610.4), (1876.8, 600.9), (1785.7, 684.8), (650.1, 609.7), (517.7, 656.7), (833.9, 664.8), (106.0, 623.5), (698.4, 680.7), (1210.4, 686.4), (197.0, 664.8), (982.7, 701.6), (1125.5, 705.5), (620.0, 689.6), (1090.2, 709.0), (1656.0, 707.8), (774.4, 699.9), (450.2, 703.6), (1078.0, 705.0), (1510.8, 731.3), (1390.8, 730.7), (1867.8, 725.8), (1333.6, 752.0), (909.0, 771.0), (1494.0, 772.1)]"
12_thumbnail6.bmp,"[(904.9, 93.8), (435.3, 98.7), (470.1, 218.8), (1451.2, 196.3), (782.4, 136.7), (980.9, 264.8), (363.8, 142.5), (220.1, 162.0), (621.8, 182.1), (560.0, 155.7), (1223.0, 200.8), (895.7, 141.6), (1862.0, 160.9), (1653.7, 160.4), (1580.4, 177.4), (1820.6, 153.0), (1780.0, 163.0), (1071.5, 222.6), (920.8, 165.9), (888.5, 201.2), (1298.0, 239.6), (768.7, 215.4), (1820.9, 175.5), (257.4, 189.1), (1619.6, 197.3), (1891.5, 221.9), (315.9, 192.6), (186.5, 195.0), (1638.7, 208.8), (1865.0, 202.0), (347.7, 251.1), (1018.4, 225.8), (1805.3, 296.2), (722.8, 240.8), (676.0, 258.7), (568.5, 297.8), (1585.4, 386.5), (261.4, 314.6), (785.1, 277.0), (388.5, 269.4), (406.5, 277.4), (859.6, 276.2), (873.4, 279.6), (887.0, 277.5), (708.2, 304.3), (864.0, 294.0), (883.0, 293.0), (1262.4, 395.1), (1145.5, 302.1), (1154.4, 333.8), (658.8, 350.5), (771.2, 364.3), (595.0, 337.0), (538.2, 349.2), (1695.0, 339.0), (1714.0, 343.0), (1172.0, 354.1), (1768.7, 372.7), (1726.7, 359.0), (363.6, 407.1), (1134.3, 374.9), (513.0, 366.0), (1659.0, 371.9), (529.6, 416.3), (245.5, 400.4), (1415.0, 385.5), (481.7, 406.0), (978.7, 447.3), (460.7, 405.8), (1853.4, 406.4), (779.3, 416.6), (1125.6, 463.6), (295.9, 434.2), (214.4, 599.7), (1792.0, 508.7), (398.7, 514.6), (1564.3, 486.1), (1892.4, 522.4), (688.0, 586.0), (888.0, 490.3), (240.0, 477.4), (1456.0, 551.0), (189.2, 482.3), (1158.1, 481.9), (1416.8, 488.5), (1000.3, 498.4), (1231.9, 555.4), (1313.8, 583.1), (1490.6, 508.3), (1677.4, 582.0), (929.6, 647.5), (1857.8, 543.3), (1571.0, 621.0), (351.8, 584.3), (1123.6, 657.6), (1826.5, 574.9), (1843.7, 578.8), (1794.8, 586.3), (534.9, 632.7), (1206.6, 660.5), (1815.3, 694.8), (368.6, 682.5), (1494.7, 638.6), (1615.5, 685.2), (1439.3, 688.3), (1253.6, 679.4), (1738.7, 689.3), (1357.5, 711.7), (555.3, 727.5), (994.7, 728.2), (1059.7, 726.5), (1701.8, 725.2), (1538.6, 726.2), (1019.4, 725.6), (499.5, 730.0), (1055.0, 754.5), (1493.4, 773.3)]"
12_thumbnail7.bmp,"[(754.6, 129.9), (1008.7, 137.5), (1183.0, 149.2), (1783.0, 139.5), (882.0, 149.8), (1290.0, 145.3), (1603.1, 172.7), (1518.7, 161.5), (1888.7, 162.5), (219.3, 160.7), (651.7, 155.9), (1274.5, 148.4), (1425.9, 165.6), (568.3, 160.9), (1314.6, 160.5), (379.6, 157.4), (297.7, 255.9), (432.2, 181.1), (705.4, 162.9), (1937.2, 163.7), (1328.5, 173.3), (1455.0, 173.5), (860.0, 174.3), (1911.3, 175.3), (1030.2, 186.6), (1721.5, 176.0), (407.0, 179.0), (1937.1, 192.6), (396.5, 188.9), (1744.0, 183.5), (1341.2, 188.1), (642.8, 203.6), (1159.3, 205.5), (864.2, 195.4), (315.5, 192.0), (1078.8, 237.2), (1532.9, 240.3), (627.6, 210.1), (702.1, 244.7), (1878.2, 257.4), (995.7, 254.4), (865.2, 260.2), (422.1, 255.7), (943.4, 252.8), (1647.5, 291.9), (1492.8, 258.2), (1763.3, 316.0), (765.4, 277.6), (1171.5, 254.0), (1204.8, 269.2), (1429.4, 316.0), (475.0, 313.1), (1337.7, 305.1), (570.7, 312.8), (1263.9, 273.0), (1058.5, 277.2), (221.5, 282.9), (708.0, 286.0), (234.0, 299.0), (1857.2, 354.2), (1195.8, 316.4), (1546.3, 353.2), (328.2, 329.6), (765.6, 329.8), (1712.9, 344.5), (180.5, 352.0), (782.2, 365.5), (1235.4, 380.7), (1667.8, 370.6), (642.9, 380.1), (1131.5, 452.7), (243.7, 377.5), (927.8, 375.4), (876.2, 379.5), (358.0, 417.0), (1317.0, 392.7), (557.7, 444.6), (968.2, 448.7), (1633.0, 386.5), (1187.5, 396.0), (1388.5, 425.2), (698.0, 407.5), (779.0, 416.5), (850.4, 413.9), (693.0, 455.4), (1534.5, 460.5), (1763.7, 471.7), (892.7, 497.9), (180.2, 489.2), (376.6, 488.8), (1435.2, 482.9), (762.6, 496.0), (1876.5, 491.1), (1929.5, 472.0), (1317.6, 481.1), (1685.9, 575.2), (724.6, 486.3), (1589.2, 502.9), (1170.5, 497.0), (949.3, 497.7), (1294.9, 504.2), (395.3, 525.2), (1724.0, 526.0), (1315.0, 527.0), (965.2, 605.1), (1309.7, 567.6), (476.8, 569.9), (1131.8, 572.2), (1046.3, 557.0), (663.8, 584.7), (207.2, 581.1), (423.9, 561.7), (511.3, 629.5), (1758.7, 591.5), (1870.5, 584.3), (809.6, 610.8), (1437.9, 608.2), (1543.4, 595.7), (295.6, 625.4), (877.9, 599.7), (1191.5, 615.1), (1842.4, 603.3), (1744.3, 612.8), (1513.0, 625.3), (369.5, 639.3), (1000.3, 660.1), (1415.1, 687.8), (1763.5, 663.2), (356.5, 666.4), (1647.3, 682.1), (1864.2, 708.8), (663.1, 673.4), (610.6, 703.5), (1562.8, 705.2), (1139.4, 703.6), (193.3, 696.2), (434.6, 692.1), (764.6, 730.3), (680.7, 696.8), (877.2, 708.8), (1726.8, 714.2), (1299.9, 714.4), (993.9, 710.4), (244.2, 716.1), (330.6, 715.6), (924.5, 724.8), (810.7, 733.1), (1770.4, 723.4), (1326.4, 730.5), (1229.1, 751.3), (1481.2, 772.5)]"
12_thumbnail8.bmp,"[(1237.6, 149.0), (229.0, 108.0), (1445.0, 141.4), (927.5, 111.0), (1642.4, 142.9), (1729.5, 122.0), (548.4, 155.6), (274.8, 160.2), (1743.6, 140.1), (1335.2, 161.9), (1276.0, 139.5), (1026.0, 245.2), (889.0, 164.1), (454.1, 187.4), (1762.0, 157.2), (1565.0, 186.8), (716.5, 236.4), (661.0, 160.5), (1874.2, 172.9), (1779.5, 171.5), (644.9, 192.4), (329.6, 200.8), (1765.0, 192.0), (752.1, 220.8), (1240.3, 229.7), (1853.3, 233.4), (632.0, 203.5), (1305.0, 221.1), (1360.8, 254.2), (1888.0, 225.5), (857.3, 250.5), (1647.8, 265.3), (535.0, 298.3), (1473.1, 378.4), (440.3, 282.7), (223.0, 266.7), (1759.3, 259.4), (324.8, 321.7), (1069.9, 296.5), (1517.5, 282.2), (1783.3, 273.4), (907.3, 276.7), (203.5, 316.9), (484.5, 288.0), (889.4, 293.4), (849.4, 311.5), (1303.2, 324.8), (934.1, 328.6), (1102.1, 330.7), (670.6, 383.8), (1694.0, 383.5), (388.5, 361.4), (872.3, 357.1), (1871.5, 366.7), (211.0, 356.0), (514.9, 394.9), (1101.1, 447.0), (221.6, 433.9), (771.9, 380.0), (793.4, 402.0), (1314.5, 445.6), (1301.2, 385.5), (648.1, 448.4), (353.6, 412.4), (1577.4, 462.5), (1859.8, 469.5), (769.3, 471.4), (567.5, 472.1), (712.5, 456.6), (1741.0, 481.1), (1804.4, 483.6), (1762.6, 494.4), (323.7, 533.8), (459.3, 539.3), (1631.7, 541.1), (631.1, 496.0), (1219.4, 612.9), (1305.9, 533.2), (994.1, 559.8), (859.9, 548.8), (1268.2, 540.1), (413.1, 554.3), (787.7, 588.8), (558.3, 585.8), (1903.1, 583.3), (216.9, 583.8), (1353.9, 575.3), (1079.8, 663.8), (1525.3, 585.5), (1769.6, 592.6), (1453.6, 661.5), (653.6, 599.6), (1671.3, 641.6), (425.9, 603.3), (106.0, 624.0), (1779.5, 674.3), (683.8, 673.9), (391.6, 688.2), (242.8, 694.1), (595.4, 695.2), (470.1, 709.8), (1839.2, 696.4), (746.8, 697.0), (813.4, 722.7), (922.8, 718.6), (1894.1, 713.4), (660.3, 719.3), (1565.9, 706.6), (1318.3, 705.1), (691.4, 702.5), (1005.5, 704.5), (1534.1, 706.7), (327.5, 711.5), (1537.4, 730.1), (1752.0, 724.5), (783.5, 726.5), (402.7, 738.4)]"
12_thumbnail9.bmp,"[(1448.1, 121.6), (1781.6, 119.2), (457.2, 128.8), (319.0, 119.8), (623.8, 190.0), (1268.0, 134.0), (952.6, 124.8), (1891.5, 145.3), (1335.5, 154.4), (1235.9, 159.0), (1772.8, 243.3), (1059.7, 156.8), (238.4, 154.2), (1541.3, 148.9), (955.4, 143.8), (769.2, 158.3), (907.6, 172.8), (1569.3, 153.9), (213.4, 150.1), (328.5, 156.6), (479.6, 227.8), (1522.6, 149.8), (802.5, 157.5), (745.5, 174.0), (197.5, 184.9), (563.3, 229.7), (440.1, 194.2), (1451.6, 228.2), (316.0, 193.5), (338.2, 233.5), (807.1, 245.3), (1091.0, 244.0), (305.4, 224.6), (1317.9, 229.8), (172.6, 236.5), (186.2, 231.7), (1640.1, 242.7), (1156.0, 232.0), (1202.7, 251.1), (1537.3, 272.5), (648.2, 279.1), (228.1, 252.8), (876.0, 263.0), (205.0, 252.0), (1316.0, 254.5), (1002.8, 328.6), (1324.9, 272.4), (212.7, 270.9), (972.7, 275.0), (595.6, 287.8), (1346.1, 282.1), (1332.9, 296.7), (1885.0, 356.0), (1494.4, 322.4), (1697.6, 359.5), (1757.1, 360.5), (550.5, 361.8), (414.2, 401.5), (325.6, 362.7), (1331.7, 375.0), (1411.0, 350.2), (1197.2, 405.6), (1544.3, 370.1), (1432.7, 370.1), (1648.3, 367.9), (1779.0, 364.7), (226.4, 370.3), (896.0, 380.9), (774.2, 425.8), (1094.5, 382.1), (624.3, 462.1), (843.6, 389.0), (231.5, 396.0), (1786.7, 394.6), (708.9, 398.6), (1917.0, 422.3), (588.0, 408.0), (1104.6, 402.4), (1070.4, 406.4), (726.3, 406.2), (1579.0, 408.0), (279.1, 466.3), (354.5, 412.5), (994.4, 453.0), (1128.1, 430.3), (1057.5, 416.0), (1647.7, 478.7), (873.6, 469.6), (1486.0, 450.1), (1892.7, 465.5), (1449.0, 468.2), (1088.0, 476.3), (1334.7, 489.7), (449.3, 488.9), (1559.1, 494.0), (1164.4, 497.5), (1439.1, 491.0), (1766.7, 534.7), (1880.2, 493.9), (269.5, 489.0), (367.4, 560.8), (839.8, 614.6), (305.0, 525.0), (1885.1, 527.2), (245.4, 567.6), (703.7, 568.7), (527.8, 580.5), (1285.3, 586.1), (1472.2, 662.0), (1885.9, 568.5), (1368.6, 580.5), (1638.3, 587.1), (440.6, 588.9), (1073.0, 645.1), (1760.3, 607.4), (652.5, 603.2), (1905.5, 633.5), (1801.5, 613.1), (106.0, 623.5), (206.0, 625.4), (1742.7, 656.0), (1678.2, 672.9), (324.7, 698.6), (1245.5, 699.6), (1292.9, 665.8), (213.1, 686.3), (436.1, 682.7), (609.3, 678.5), (1848.8, 697.1), (1755.3, 697.8), (557.8, 711.6), (1004.8, 702.5), (661.2, 705.2), (767.4, 725.7), (440.3, 719.5), (1449.3, 720.0), (1764.7, 723.2), (1650.9, 735.7), (908.4, 764.9), (1481.0, 772.5)]"
13_thumbnail1.bmp,"[(214.1, 99.8), (427.3, 87.8), (707.5, 116.7), (1902.7, 123.2), (1217.2, 123.7), (881.7, 136.4), (1727.9, 157.1), (1762.4, 121.1), (1043.3, 149.7), (1387.0, 182.8), (1537.2, 166.4), (1269.4, 131.8), (394.5, 144.2), (371.1, 147.0), (562.6, 173.9), (663.6, 168.3), (1852.1, 175.2), (1212.9, 175.6), (294.6, 187.5), (866.7, 203.9), (853.4, 209.4), (1065.4, 227.2), (663.7, 268.1), (1312.8, 267.2), (1536.1, 317.2), (556.9, 335.0), (233.2, 298.6), (1736.6, 299.8), (395.3, 317.3), (1373.0, 306.1), (712.2, 321.6), (1012.4, 315.8), (897.5, 344.0), (1220.3, 320.5), (1848.4, 352.3), (1143.6, 335.0), (1166.8, 329.0), (1355.2, 347.2), (1209.0, 394.7), (1386.8, 423.4), (360.2, 474.8), (1870.2, 463.5), (523.7, 452.0), (837.5, 451.5), (1615.0, 451.7), (1191.9, 484.2), (1572.8, 508.1), (1076.1, 509.7), (1380.8, 505.9), (881.2, 510.2), (225.5, 513.9), (742.4, 492.4), (1853.6, 495.9), (1687.5, 555.0), (1493.8, 510.0), (703.2, 544.5), (872.5, 548.0), (235.2, 634.2), (857.1, 639.1), (1072.6, 647.6), (1242.9, 624.4), (685.7, 667.8), (1837.9, 670.8), (107.2, 623.1), (368.6, 644.0), (1577.1, 665.4), (447.2, 645.5), (1364.2, 680.6), (580.5, 674.4), (1682.7, 668.7), (1198.0, 663.0), (1752.7, 703.1), (1020.0, 688.0), (1497.1, 726.8), (922.2, 750.8), (1054.4, 755.3)]"
13_thumbnail10.bmp,"[(1387.5, 451.0), (1697.0, 489.9), (845.7, 472.2), (1555.3, 519.6), (511.0, 515.4), (1266.7, 473.3), (1862.0, 503.1), (723.0, 524.3), (222.6, 492.1), (1372.1, 480.3), (396.9, 522.1), (1209.1, 502.0), (1396.4, 492.3), (1059.1, 502.2), (447.8, 508.0), (1417.0, 515.8), (316.9, 520.8), (1246.3, 528.1), (1176.5, 530.0), (1064.1, 559.1), (259.8, 558.2), (1544.7, 640.7), (1735.5, 572.5), (1739.4, 586.4), (1229.2, 653.9), (1724.3, 635.9), (552.9, 650.2), (1865.3, 649.8), (364.0, 650.4), (195.4, 657.3), (1361.6, 648.9), (880.0, 652.4), (1049.7, 681.5), (275.9, 644.0), (1001.0, 640.0), (715.0, 667.2), (1451.5, 645.5), (1436.5, 647.0), (1777.7, 655.2), (1909.1, 706.7), (568.0, 692.0), (516.3, 701.5), (665.0, 707.0), (685.0, 702.0), (562.1, 813.7), (360.5, 776.8), (365.4, 736.3), (922.3, 805.5), (710.8, 790.3), (1200.1, 808.5), (1746.6, 803.6), (1066.3, 810.5), (1612.6, 778.6), (172.5, 781.5), (193.4, 843.9), (1373.4, 843.0), (1561.4, 821.5), (1872.1, 817.6), (1841.9, 834.0), (1816.4, 838.9), (1495.7, 837.7), (1847.4, 966.3), (1193.8, 945.9), (1504.0, 951.0), (1053.4, 991.0), (856.1, 976.4), (764.3, 946.7), (525.1, 967.7), (1710.3, 987.2), (105.7, 951.3), (410.7, 996.1), (745.9, 987.3), (1349.3, 1022.5), (237.8, 1013.4), (185.0, 993.0), (1502.2, 1044.6), (928.1, 1086.2), (1497.1, 1090.4)]"
